%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=212695, 2017/09/27 23:0:50.97)
27 325  1.893343104091628648e+00 0 0 1.603520e+00 8.345376e-01 3.588927e-01 3.815334e-01 1.426224e+00 1.956263e+00 2.026361e+00 6.898212e-01 1.892521e+00 1.402815e+00 1.099868e+00 3.431130e-01 1.341471e+00 6.734889e-01 1.811003e+00 3.968168e-01 1.497412e+00 9.704704e-01 
28 337  1.664026442365646119e+00 0 0 1.473207e+00 9.185599e-01 2.667526e-01 4.701247e-01 1.522226e+00 1.777970e+00 1.922102e+00 1.115564e+00 1.673125e+00 1.357730e+00 1.036944e+00 5.956736e-01 1.193507e+00 5.496762e-01 1.589338e+00 4.727662e-01 1.518412e+00 9.638123e-01 
29 349  1.910664668722995341e+00 0 0 1.248665e+00 8.437781e-01 3.985937e-01 6.346979e-01 1.884848e+00 1.825680e+00 1.894351e+00 1.117116e+00 1.563347e+00 1.420794e+00 1.054647e+00 3.032563e-01 1.373958e+00 4.888797e-01 1.497352e+00 5.980693e-01 1.634753e+00 1.203742e+00 
30 361  2.092559555215999012e+00 0 0 1.515208e+00 9.218072e-01 4.212833e-01 6.833029e-01 1.497569e+00 1.999267e+00 2.016904e+00 1.043487e+00 1.730027e+00 1.257518e+00 8.821628e-01 7.720753e-01 9.723148e-01 2.620538e-01 1.342215e+00 6.133289e-01 1.672756e+00 8.854141e-01 
31 373  2.890983816212860713e+00 0 0 1.170343e+00 6.162759e-01 4.857788e-01 8.473641e-01 1.619472e+00 2.004787e+00 1.835697e+00 1.085487e+00 1.550902e+00 1.266316e+00 1.069801e+00 4.414122e-01 1.204494e+00 3.759588e-01 1.687279e+00 5.099157e-01 1.551426e+00 1.206839e+00 
32 385  1.610012856034911399e+00 0 0 1.150978e+00 7.267411e-01 4.794318e-01 7.139389e-01 1.708864e+00 1.936093e+00 2.024572e+00 8.819630e-01 1.760153e+00 1.124532e+00 9.471706e-01 3.405724e-01 1.055511e+00 4.933660e-01 1.712990e+00 7.562790e-01 1.489721e+00 8.931425e-01 
33 397  1.453497311338160403e+00 0 0 1.135213e+00 8.644306e-01 3.515791e-01 5.372139e-01 1.436678e+00 2.006426e+00 1.845613e+00 1.066114e+00 1.747309e+00 1.187267e+00 1.027150e+00 5.525850e-01 8.920291e-01 2.610266e-01 1.596061e+00 9.787785e-01 1.739686e+00 6.359050e-01 
34 409  7.467947486084266506e-01 0 0 1.142885e+00 9.666414e-01 3.817243e-01 7.198675e-01 1.471433e+00 2.205775e+00 1.706067e+00 8.354926e-01 1.881358e+00 1.413545e+00 1.045504e+00 5.453561e-01 1.181018e+00 4.364380e-01 1.793259e+00 7.658879e-01 1.744253e+00 7.967569e-01 
35 421  9.416971146269143000e-01 0 0 1.114798e+00 9.277441e-01 2.074648e-01 7.885341e-01 1.607649e+00 1.919989e+00 1.834796e+00 9.312147e-01 1.794689e+00 1.349026e+00 1.106507e+00 7.334519e-01 1.259987e+00 6.303972e-01 1.792540e+00 7.991638e-01 1.902902e+00 1.096229e+00 
36 433  6.992781992626240228e-01 0 0 1.253977e+00 9.246190e-01 4.654723e-02 8.262676e-01 1.564739e+00 1.964247e+00 1.882694e+00 7.930453e-01 1.959666e+00 1.475764e+00 1.248511e+00 4.474617e-01 1.157550e+00 4.434891e-01 1.901870e+00 7.425149e-01 1.772390e+00 6.324932e-01 
37 445  9.142515856440190936e-01 0 0 1.073126e+00 1.051188e+00 2.959371e-01 9.429476e-01 1.344804e+00 1.932435e+00 1.791822e+00 9.100753e-01 1.919912e+00 1.362941e+00 1.326072e+00 4.833236e-01 1.285743e+00 5.222246e-01 1.617829e+00 6.930105e-01 1.615407e+00 8.536045e-01 
38 457  6.502530716059650162e-01 0 0 9.547046e-01 1.013155e+00 2.908346e-01 7.733619e-01 1.372957e+00 1.630253e+00 1.682053e+00 1.179481e+00 2.033784e+00 1.491464e+00 1.220263e+00 6.706949e-01 1.329589e+00 8.462731e-01 1.790770e+00 7.146298e-01 1.741325e+00 9.807458e-01 
39 469  8.084254148773429849e-01 0 0 1.087625e+00 1.014230e+00 3.809646e-01 1.032404e+00 1.431098e+00 1.525444e+00 1.895191e+00 1.010852e+00 1.962194e+00 1.483238e+00 1.144824e+00 4.431561e-01 1.418166e+00 7.264358e-01 1.713870e+00 8.844271e-01 1.791775e+00 8.876308e-01 
40 481  7.779533643212309668e-01 0 0 8.658574e-01 8.187209e-01 2.415932e-01 1.016979e+00 1.422741e+00 1.535332e+00 1.942143e+00 9.240586e-01 2.016085e+00 1.629148e+00 1.254584e+00 4.527737e-01 1.324320e+00 5.038741e-01 1.739369e+00 6.890932e-01 1.527730e+00 7.743368e-01 
41 493  5.928741711714923257e-01 0 0 7.636816e-01 1.079262e+00 2.728540e-01 7.967338e-01 1.431782e+00 1.579844e+00 1.799901e+00 1.092674e+00 1.927850e+00 1.350009e+00 1.032065e+00 5.737367e-01 1.577208e+00 5.327947e-01 1.781484e+00 7.548510e-01 1.575936e+00 7.000757e-01 
42 505  3.967044432202735393e-01 0 0 8.663366e-01 8.498593e-01 3.470940e-01 9.813963e-01 1.407370e+00 1.563805e+00 1.983268e+00 1.057742e+00 1.911669e+00 1.393013e+00 1.098920e+00 4.681091e-01 1.526004e+00 8.453512e-01 1.769853e+00 7.303279e-01 1.703328e+00 9.232369e-01 
43 517  9.053484609638930980e-01 0 0 7.921329e-01 8.107013e-01 3.881578e-01 9.859845e-01 1.316658e+00 1.821000e+00 2.061363e+00 1.164076e+00 1.856346e+00 1.567606e+00 1.204346e+00 3.995652e-01 1.329999e+00 6.369821e-01 1.616880e+00 8.777568e-01 1.567391e+00 9.430204e-01 
44 529  5.680968102950891829e-01 0 0 7.129249e-01 8.676472e-01 2.060183e-01 9.923543e-01 1.314426e+00 1.648770e+00 2.033015e+00 1.221619e+00 1.934042e+00 1.602589e+00 1.006228e+00 5.444079e-01 1.510872e+00 6.031317e-01 1.722080e+00 7.036290e-01 1.755496e+00 8.390377e-01 
45 541  3.311142139114004457e-01 0 0 7.781481e-01 6.417243e-01 2.624411e-01 9.917620e-01 1.701316e+00 1.950315e+00 2.167700e+00 1.209497e+00 1.909240e+00 1.437211e+00 1.200227e+00 2.966989e-01 1.538458e+00 8.065322e-01 1.661622e+00 5.308780e-01 1.356859e+00 7.681559e-01 
46 553  3.298131811908331379e-01 0 0 8.012851e-01 7.686826e-01 1.606120e-01 9.340268e-01 1.681335e+00 1.860536e+00 2.236169e+00 1.118149e+00 2.079916e+00 1.493169e+00 1.159174e+00 3.222070e-01 1.496964e+00 7.328670e-01 1.775363e+00 7.269470e-01 1.591748e+00 6.605224e-01 
47 565  4.049651413424270596e-01 0 0 8.184023e-01 7.094339e-01 2.973648e-01 1.022452e+00 1.701989e+00 2.031979e+00 2.455541e+00 1.062066e+00 2.060846e+00 1.690663e+00 1.220214e+00 3.484423e-01 1.731217e+00 7.606216e-01 1.817833e+00 7.362606e-01 1.565642e+00 6.710904e-01 
48 577  5.496400871115744158e-01 0 0 9.574578e-01 7.415004e-01 3.215164e-01 1.164837e+00 1.629293e+00 1.710050e+00 2.575075e+00 9.413581e-01 2.109899e+00 1.496396e+00 1.280646e+00 6.506133e-01 1.490485e+00 5.897289e-01 1.689659e+00 6.597561e-01 1.396862e+00 7.231258e-01 
49 589  4.354631482998989056e-01 0 0 1.058364e+00 6.172045e-01 3.540117e-01 1.263210e+00 1.547462e+00 1.559313e+00 2.786948e+00 1.039708e+00 1.896060e+00 1.625197e+00 1.232995e+00 5.283090e-01 1.792822e+00 6.681926e-01 1.621790e+00 4.723415e-01 1.418969e+00 5.399718e-01 
50 601  3.221112556887865130e-01 0 0 9.053196e-01 3.754225e-01 3.164681e-01 1.361664e+00 1.524556e+00 1.716908e+00 2.859961e+00 9.380239e-01 2.114656e+00 1.420925e+00 1.402775e+00 6.601042e-01 1.529027e+00 7.044055e-01 1.841713e+00 3.524353e-01 1.408106e+00 7.885343e-01 
51 613  6.654056405195732937e-01 0 0 1.099661e+00 4.933670e-01 4.200962e-01 1.297845e+00 1.576425e+00 1.586376e+00 2.537038e+00 1.281916e+00 1.848001e+00 1.128214e+00 1.295872e+00 4.777576e-01 1.432213e+00 8.445022e-01 1.760773e+00 3.004452e-01 1.470110e+00 6.429365e-01 
52 625  6.513406680365076973e-01 0 0 1.193538e+00 3.812988e-01 1.832532e-01 9.977237e-01 1.737426e+00 1.575419e+00 2.581179e+00 1.161191e+00 1.922772e+00 1.216427e+00 1.255979e+00 4.850444e-01 1.462843e+00 8.117120e-01 1.918854e+00 2.481988e-01 1.364416e+00 3.469059e-01 
53 637  4.868205307022097639e-01 0 0 1.275992e+00 5.522648e-01 5.148955e-01 1.283240e+00 1.701226e+00 1.636409e+00 2.680671e+00 1.159317e+00 2.121089e+00 9.185018e-01 1.247505e+00 3.820230e-01 1.479358e+00 8.927372e-01 1.852175e+00 3.032038e-01 1.338146e+00 4.710978e-01 
54 649  4.500259068564628762e-01 0 0 1.220642e+00 3.991186e-01 3.502998e-01 1.245981e+00 1.721125e+00 1.822312e+00 2.723725e+00 1.213655e+00 1.897523e+00 9.888266e-01 1.398120e+00 5.820501e-01 1.420447e+00 8.723030e-01 1.760263e+00 1.893757e-01 1.206122e+00 6.819122e-01 
55 661  7.732826510912425011e-01 0 0 1.321358e+00 6.660869e-01 4.184035e-01 1.405734e+00 1.871928e+00 1.629219e+00 2.451178e+00 1.144615e+00 1.998307e+00 7.707875e-01 1.230451e+00 5.299099e-01 1.754718e+00 9.196421e-01 1.979100e+00 1.759392e-01 1.257120e+00 5.397039e-01 
56 673  7.068359217862389965e-01 0 0 1.193416e+00 4.211777e-01 4.507816e-01 1.267736e+00 1.571414e+00 1.331287e+00 2.510731e+00 1.187714e+00 1.985786e+00 8.392844e-01 1.184942e+00 6.230429e-01 1.456533e+00 1.070988e+00 2.088360e+00 4.130411e-01 1.282381e+00 5.519303e-01 
57 685  7.189439347962878202e-01 0 0 1.091159e+00 3.107813e-01 4.745527e-01 1.430351e+00 1.771048e+00 1.565538e+00 2.731571e+00 1.029559e+00 1.800814e+00 9.861675e-01 1.189235e+00 5.200603e-01 1.510460e+00 9.453436e-01 2.005190e+00 3.427398e-01 1.273901e+00 6.345859e-01 
58 697  9.880956940132308297e-01 0 0 1.137587e+00 2.264355e-01 1.055121e-01 1.619231e+00 2.217056e+00 1.294998e+00 2.895604e+00 9.613939e-01 2.174868e+00 9.920282e-01 8.778083e-01 3.279988e-01 1.401937e+00 1.031121e+00 2.059914e+00 2.883645e-01 1.203097e+00 8.578806e-01 
59 709  3.020758755271261142e-01 0 0 1.026370e+00 2.920360e-01 -1.554756e-01 1.185874e+00 1.746678e+00 1.391531e+00 2.647056e+00 1.059264e+00 1.977571e+00 1.166379e+00 1.034903e+00 4.263671e-01 1.508561e+00 9.739128e-01 2.356882e+00 3.632305e-01 1.234083e+00 7.345057e-01 
60 721  5.079304319774641252e-01 0 0 8.285307e-01 2.941842e-01 2.689833e-01 1.149331e+00 2.074891e+00 1.140370e+00 2.598880e+00 1.010957e+00 2.185599e+00 1.118695e+00 8.662624e-01 7.955382e-01 1.653320e+00 1.065705e+00 2.347886e+00 7.868678e-01 1.366316e+00 7.159265e-01 
61 733  5.069513188428029782e-01 0 0 1.131734e+00 1.769706e-01 1.810390e-01 1.002570e+00 1.992977e+00 1.521673e+00 2.645617e+00 8.619197e-01 2.004200e+00 9.467787e-01 9.138497e-01 3.760061e-01 1.431237e+00 1.092664e+00 2.061936e+00 3.688043e-01 1.077776e+00 9.347206e-01 
62 745  3.132704942087550792e-01 0 0 1.014794e+00 1.173963e-01 9.087123e-02 8.918467e-01 1.828660e+00 1.109826e+00 2.753011e+00 1.110788e+00 2.012900e+00 1.097537e+00 9.483227e-01 5.256696e-01 1.528574e+00 1.270502e+00 2.169053e+00 6.066422e-01 9.097443e-01 9.786169e-01 
63 757  7.040251266752751702e-01 0 0 1.119141e+00 2.121918e-01 2.675005e-02 1.399337e+00 1.523617e+00 9.527528e-01 2.978808e+00 1.023255e+00 1.914426e+00 1.060892e+00 9.149172e-01 5.595538e-01 1.636015e+00 1.099223e+00 2.323059e+00 4.967072e-01 1.015475e+00 8.668699e-01 
64 769  3.891252961433657731e-01 0 0 1.218822e+00 3.396030e-01 -3.812405e-02 9.370624e-01 1.943055e+00 1.247565e+00 2.584442e+00 1.022969e+00 1.949598e+00 9.810499e-01 9.518249e-01 3.700806e-01 1.489230e+00 1.349705e+00 2.497088e+00 5.483526e-01 1.013600e+00 8.378462e-01 
65 781  7.117225551377365234e-01 0 0 1.054443e+00 5.554606e-01 1.438740e-01 8.298745e-01 1.810736e+00 1.043813e+00 2.625956e+00 1.245701e+00 1.982426e+00 1.081392e+00 9.128963e-01 2.352827e-01 1.405677e+00 8.519308e-01 1.860169e+00 7.069585e-01 1.117884e+00 9.864509e-01 
66 793  4.559145991889120286e-01 0 0 8.123768e-01 4.126042e-01 3.158548e-01 8.033647e-01 1.686623e+00 1.018744e+00 2.448405e+00 1.363277e+00 1.924555e+00 9.999097e-01 7.078499e-01 2.937990e-01 1.595867e+00 1.255686e+00 2.060676e+00 6.990644e-01 8.918672e-01 8.682218e-01 
67 805  6.408239539241036287e-01 0 0 8.796125e-01 6.951480e-01 1.397118e-02 8.250768e-01 1.936730e+00 1.175273e+00 2.252997e+00 1.396677e+00 1.848246e+00 1.315741e+00 6.734425e-01 1.453918e-01 1.744195e+00 1.038978e+00 1.878058e+00 7.454635e-01 1.132502e+00 7.111191e-01 
68 817  4.013753092512690190e-01 0 0 1.117467e+00 4.848123e-01 4.322054e-01 1.227590e+00 1.752510e+00 9.459104e-01 2.536377e+00 1.380397e+00 2.036465e+00 1.131835e+00 9.567019e-01 2.951684e-01 1.554335e+00 1.190960e+00 1.663846e+00 6.377419e-01 9.508201e-01 7.162229e-01 
69 829  3.882660561583510250e-01 0 0 1.196482e+00 4.694282e-01 1.366227e-01 1.217203e+00 1.802467e+00 1.068562e+00 2.512950e+00 1.367198e+00 1.887488e+00 1.122937e+00 1.002588e+00 3.548884e-01 1.515127e+00 1.352842e+00 1.802226e+00 6.057371e-01 8.552347e-01 9.111715e-01 
70 841  6.473454388031427698e-01 0 0 1.242092e+00 5.667396e-01 3.339945e-01 1.075981e+00 1.689955e+00 1.142284e+00 2.585623e+00 1.370029e+00 1.882214e+00 1.121601e+00 8.863462e-01 6.780017e-01 1.764803e+00 1.169182e+00 1.735097e+00 7.148224e-01 9.776952e-01 8.827956e-01 
71 853  6.855949360693273098e-01 0 0 1.356780e+00 3.600994e-01 3.048602e-01 8.023785e-01 1.792615e+00 1.182658e+00 2.570033e+00 1.221665e+00 1.735552e+00 8.478862e-01 6.983377e-01 3.075265e-01 1.554995e+00 1.257461e+00 1.748635e+00 7.811305e-01 1.055780e+00 6.579884e-01 
72 865  6.749639003268240733e-01 0 0 9.281537e-01 3.155638e-01 4.291550e-01 1.051409e+00 1.839682e+00 1.228221e+00 2.679171e+00 1.742855e+00 1.974321e+00 9.987568e-01 6.644416e-01 2.991720e-01 1.834746e+00 1.478648e+00 1.735016e+00 5.776051e-01 1.147832e+00 1.120630e+00 
73 877  7.341647914815138121e-01 0 0 1.111819e+00 2.472176e-01 5.582581e-01 8.705051e-01 1.731459e+00 1.238657e+00 2.724469e+00 1.509027e+00 1.682587e+00 8.136076e-01 8.416674e-01 3.134202e-01 1.741073e+00 1.469287e+00 1.678015e+00 8.638849e-01 1.025821e+00 1.311761e+00 
74 889  5.862011052895734764e-01 0 0 1.090234e+00 4.409709e-01 4.478539e-01 9.776249e-01 1.837049e+00 1.237523e+00 2.712193e+00 1.636496e+00 1.779905e+00 9.968532e-01 9.319059e-01 2.486638e-01 1.718183e+00 1.207577e+00 1.615725e+00 6.682246e-01 1.006613e+00 1.075406e+00 
75 901  4.957621537676276668e-01 0 0 1.170082e+00 3.844552e-01 3.545013e-01 8.612037e-01 1.771184e+00 1.267192e+00 2.810807e+00 1.586624e+00 1.823902e+00 1.229834e+00 9.709403e-01 2.392467e-01 1.851231e+00 1.215270e+00 1.601152e+00 6.642109e-01 1.044107e+00 8.948589e-01 
76 913  5.860034181950212195e-01 0 0 1.003198e+00 3.681850e-01 4.681009e-01 1.049173e+00 1.486018e+00 1.100838e+00 2.595372e+00 1.642373e+00 1.660085e+00 9.264827e-01 8.113619e-01 1.859370e-01 1.589159e+00 1.232005e+00 1.517426e+00 6.902520e-01 9.913846e-01 8.223746e-01 
77 925  3.262079328802327538e-01 0 0 9.791204e-01 4.277669e-01 5.158976e-01 9.651327e-01 1.472222e+00 1.016261e+00 2.524435e+00 1.608560e+00 1.750040e+00 8.636740e-01 8.961138e-01 2.516005e-01 1.545910e+00 1.359577e+00 1.610960e+00 8.040146e-01 1.053394e+00 9.452543e-01 
78 937  3.271813508541250859e-01 0 0 1.186551e+00 3.440438e-01 5.874452e-01 1.000213e+00 1.647331e+00 1.025584e+00 2.689613e+00 1.547180e+00 1.658055e+00 8.961299e-01 8.085097e-01 3.577854e-01 1.824738e+00 1.521775e+00 1.629360e+00 8.244141e-01 1.048461e+00 8.579084e-01 
79 949  4.244839481982320417e-01 0 0 1.230396e+00 1.105446e-01 5.204666e-01 1.100895e+00 1.616074e+00 1.163703e+00 2.885167e+00 1.312635e+00 1.700015e+00 9.984073e-01 8.836040e-01 3.536984e-01 1.694566e+00 1.326915e+00 1.661225e+00 7.760354e-01 1.193039e+00 1.056702e+00 
80 961  2.529805980417630940e-01 0 0 1.273922e+00 1.195030e-01 5.492858e-01 1.016608e+00 1.698102e+00 1.199140e+00 2.871963e+00 1.433275e+00 1.699772e+00 9.309112e-01 8.776554e-01 2.444555e-01 1.647504e+00 1.448339e+00 1.652161e+00 8.241379e-01 1.240547e+00 5.878464e-01 
81 973  3.555995357230756770e-01 0 0 1.187474e+00 2.685098e-01 5.516034e-01 1.018685e+00 1.507312e+00 1.121999e+00 2.666184e+00 1.402147e+00 1.516248e+00 8.642123e-01 1.070267e+00 3.195443e-01 1.506919e+00 1.365375e+00 1.553606e+00 7.693082e-01 1.173583e+00 8.638469e-01 
82 985  3.018838912709769784e-01 0 0 1.150431e+00 3.190424e-01 5.819966e-01 1.065117e+00 1.685573e+00 1.259332e+00 2.788737e+00 1.449094e+00 1.714889e+00 8.093838e-01 1.161362e+00 2.957838e-01 1.594284e+00 1.173864e+00 1.719511e+00 6.989029e-01 1.357761e+00 7.586656e-01 
83 997  2.977822199230785172e-01 0 0 1.163968e+00 1.707343e-01 6.602264e-01 1.080984e+00 1.617342e+00 1.168801e+00 2.836905e+00 1.199518e+00 1.837656e+00 8.372442e-01 9.363833e-01 2.123062e-01 1.615286e+00 1.261871e+00 1.775316e+00 8.110224e-01 1.403211e+00 7.645585e-01 
