%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=212695, 2017/09/27 23:0:50.97)
111 1333 1.109052e-01 2.965974e+00  5.072830042988487470e-02  1.130994498784026192e-01  4.110890739753659817e-01  1.082460926626120479e+00
112 1345 1.140140e-01 2.985638e+00  5.072830042988487470e-02  1.049857639307034407e-01  3.144835479950439661e-01  1.410988498265140390e+00
113 1357 1.146612e-01 3.004823e+00  5.072830042988487470e-02  1.335367805859437595e-01  5.439573518714722056e-01  1.700034806431395706e+00
114 1369 1.146149e-01 3.016250e+00  5.072830042988487470e-02  5.220991116284290356e-02  5.821206396167156738e-01  2.639344842384645506e+00
115 1381 1.124481e-01 3.025391e+00  5.072830042988487470e-02  9.600675606662942285e-02  2.623557143020063820e-01  6.476990034924590134e-01
116 1393 1.145383e-01 3.104701e+00  5.072830042988487470e-02  1.634895216585068034e-01  4.114447986098376253e-01  1.474700195626085453e+00
117 1405 1.188620e-01 3.190555e+00  5.072830042988487470e-02  1.151929346590333247e-01  4.989648269866007180e-01  1.538202552213322472e+00
118 1417 1.215486e-01 3.234453e+00  5.072830042988487470e-02  1.120834370297022764e-01  5.092674779705721466e-01  1.438496852328740916e+00
119 1429 1.212701e-01 3.253604e+00  5.072830042988487470e-02  1.696169332922981554e-01  3.343077886264199661e-01  1.153659943231652774e+00
120 1441 1.212274e-01 3.252403e+00  5.072830042988487470e-02  1.639019911804128204e-01  4.984401346286450596e-01  2.275004025016599485e+00
121 1453 1.234710e-01 3.266333e+00  5.072830042988487470e-02  1.306732118412187449e-01  6.869716424945127020e-01  1.792592327878157477e+00
122 1465 1.191362e-01 3.270937e+00  5.072830042988487470e-02  1.130103388321919283e-01  7.005400970579367392e-01  3.101597091221483637e+00
123 1477 1.131865e-01 3.308002e+00  5.072830042988487470e-02  1.073846941815511935e-01  4.511474148928531491e-01  1.874579128786819870e+00
124 1489 1.092805e-01 3.314396e+00  5.072830042988487470e-02  1.350455131019343558e-01  3.307465753792740992e-01  1.050235623284058617e+00
125 1501 1.060855e-01 3.338399e+00  4.999768580198835077e-02  4.999768580198835077e-02  3.188214485968818845e-01  9.227073274276695880e-01
126 1513 1.032613e-01 3.392001e+00  4.999768580198835077e-02  9.739538846917639159e-02  4.278525682568276034e-01  1.205223219434647497e+00
127 1525 9.865336e-02 3.418816e+00  4.999768580198835077e-02  1.507139831369532224e-01  3.680559808332059535e-01  1.068318062587116257e+00
128 1537 9.347578e-02 3.425441e+00  4.999768580198835077e-02  1.761895198851404221e-01  3.836400825133401415e-01  9.698647499704516894e-01
129 1549 8.794257e-02 3.428973e+00  4.834307322295734732e-02  4.834307322295734732e-02  3.401000274239890375e-01  1.062506343389422625e+00
130 1561 8.604303e-02 3.436663e+00  4.834307322295734732e-02  8.024253429463755471e-02  2.785367908734240894e-01  1.094477056450981811e+00
131 1573 8.225210e-02 3.437816e+00  4.834307322295734732e-02  7.792718096580458775e-02  1.932663556186282328e-01  6.172547451369807536e-01
132 1585 8.156870e-02 3.445992e+00  4.834307322295734732e-02  5.896410007875112907e-02  2.320360330704978047e-01  6.800253315991829917e-01
133 1597 7.903121e-02 3.440349e+00  4.834307322295734732e-02  6.336178334135936230e-02  2.208066585008097993e-01  4.927517012083963976e-01
134 1609 7.460038e-02 3.443377e+00  4.834307322295734732e-02  7.534911466842786343e-02  2.053256702771297515e-01  1.024398094579682894e+00
135 1621 7.589470e-02 3.505493e+00  4.834307322295734732e-02  8.965470053828521191e-02  2.156697173606171303e-01  4.617762714844274585e-01
136 1633 7.665179e-02 3.521129e+00  4.834307322295734732e-02  8.198967258060448071e-02  1.548595992694484502e-01  6.557558355244402781e-01
137 1645 7.758742e-02 3.530665e+00  4.834307322295734732e-02  8.731796840615446698e-02  2.130120130199851802e-01  1.307724751578109856e+00
138 1657 7.897297e-02 3.534170e+00  4.834307322295734732e-02  1.128158621141091000e-01  2.983017489491300855e-01  6.344174010388911045e-01
139 1669 7.768904e-02 3.540827e+00  4.834307322295734732e-02  8.253875466416422946e-02  2.505052623887120133e-01  8.160780730663549365e-01
140 1681 7.868903e-02 3.557612e+00  4.834307322295734732e-02  8.308817126902998118e-02  4.219218446505842435e-01  1.469175213852915274e+00
141 1693 7.515967e-02 3.565201e+00  4.834307322295734732e-02  1.127294516679182013e-01  3.150998221118564979e-01  9.483456424105315419e-01
142 1705 7.354312e-02 3.587759e+00  4.834307322295734732e-02  1.023549365831972618e-01  1.844124597202861926e-01  1.086176662831791928e+00
143 1717 6.996135e-02 3.603313e+00  4.834307322295734732e-02  7.995354990785741300e-02  2.027503953509043333e-01  4.402630433723117021e-01
144 1729 6.734192e-02 3.607022e+00  4.834307322295734732e-02  9.353648753300974894e-02  1.838775250190031185e-01  5.210959117711370103e-01
145 1741 6.810602e-02 3.640381e+00  4.834307322295734732e-02  1.025957587238606750e-01  1.624635141173634834e-01  5.500301519470768286e-01
146 1753 7.033363e-02 3.675015e+00  4.834307322295734732e-02  9.735627916670432092e-02  2.689537610280144930e-01  4.877648496010618673e-01
147 1765 6.984755e-02 3.716582e+00  4.834307322295734732e-02  1.057814562525734303e-01  1.938055120380796081e-01  6.129722274822561046e-01
148 1777 7.315470e-02 3.710187e+00  4.834307322295734732e-02  1.137306093561980674e-01  1.767703273419009014e-01  5.875059521562900899e-01
149 1789 7.516612e-02 3.716735e+00  4.834307322295734732e-02  7.350246016976866303e-02  2.380430816411032158e-01  5.514319702650697375e-01
150 1801 7.398218e-02 3.702531e+00  4.834307322295734732e-02  6.030303148376610356e-02  1.336372994015219418e-01  2.609457308319869107e-01
151 1813 7.141384e-02 3.700177e+00  4.834307322295734732e-02  6.021804001060957617e-02  2.336704710462009782e-01  5.248192978886404569e-01
152 1825 6.802477e-02 3.722163e+00  4.834307322295734732e-02  6.634000943810502982e-02  2.239671417073390569e-01  5.757150403089773549e-01
153 1837 6.567926e-02 3.728737e+00  4.834307322295734732e-02  6.114714826042487450e-02  1.406328147614083202e-01  3.357772938300013776e-01
154 1849 6.363683e-02 3.732751e+00  4.834307322295734732e-02  7.918458489912433285e-02  2.172522928971766798e-01  3.710630927632663778e-01
155 1861 6.483727e-02 3.725945e+00  4.834307322295734732e-02  7.425117262774706683e-02  1.585042902149619848e-01  3.609350422368929334e-01
156 1873 6.620145e-02 3.726011e+00  4.834307322295734732e-02  6.553471745661818004e-02  2.083592261019431846e-01  5.992048001186806028e-01
157 1885 6.563735e-02 3.751297e+00  4.834307322295734732e-02  4.849041746164147598e-02  1.791068369145885075e-01  5.143558718316251221e-01
158 1897 6.384382e-02 3.777387e+00  4.834307322295734732e-02  5.438435147114965146e-02  1.790317506944482662e-01  4.022522294293447431e-01
159 1909 6.176490e-02 3.816331e+00  4.834307322295734732e-02  8.287709247992625095e-02  1.371009406091141525e-01  5.013986523844089493e-01
160 1921 5.901744e-02 3.862635e+00  4.834307322295734732e-02  5.274800089609377879e-02  1.550854357003401129e-01  4.447209784943290112e-01
161 1933 5.613127e-02 3.885419e+00  4.834307322295734732e-02  6.559602616675000442e-02  1.615501551583907458e-01  4.121311990807935977e-01
162 1945 5.408427e-02 3.906587e+00  4.834307322295734732e-02  7.767463851257717933e-02  1.540683592373053301e-01  3.947831976165664947e-01
163 1957 5.309113e-02 3.943709e+00  4.834307322295734732e-02  6.604696665873738270e-02  1.137389513730451690e-01  3.957773549706499749e-01
164 1969 5.277459e-02 3.955819e+00  4.834307322295734732e-02  4.955026827314152477e-02  8.215869119271007603e-02  1.764632697246380222e-01
165 1981 5.155648e-02 3.981590e+00  4.663615587157967507e-02  4.663615587157967507e-02  1.332519322530238970e-01  2.016682852009797355e-01
166 1993 4.981180e-02 4.100421e+00  4.663615587157967507e-02  5.512846797854252523e-02  1.124177565878209384e-01  2.718639238039171624e-01
167 2005 4.994132e-02 4.119925e+00  4.663615587157967507e-02  4.802231199553088498e-02  7.536016910218583387e-02  2.771120364750791487e-01
168 2017 5.005860e-02 4.137315e+00  4.663615587157967507e-02  4.887191044380186783e-02  8.437830370265980706e-02  2.381219180115075051e-01
169 2029 5.014285e-02 4.136523e+00  4.663615587157967507e-02  5.537531564100642290e-02  1.268262514947441355e-01  2.468704699304934691e-01
170 2041 5.241615e-02 4.185161e+00  4.663615587157967507e-02  8.397862836605750336e-02  1.820643462373906507e-01  2.576445531974966840e-01
171 2053 5.278129e-02 4.186679e+00  4.663615587157967507e-02  5.717073701081394621e-02  1.456169017594389214e-01  3.163501158746633291e-01
172 2065 5.335827e-02 4.231170e+00  4.663615587157967507e-02  5.273886442201203978e-02  9.929740186102072041e-02  2.378800487306549361e-01
173 2077 5.180826e-02 4.260752e+00  4.663615587157967507e-02  5.612791469447538789e-02  1.070930660736925666e-01  2.469841923510923409e-01
174 2089 5.169537e-02 4.276537e+00  4.158253732952551379e-02  4.158253732952551379e-02  1.134192424554512496e-01  3.728885285893233648e-01
175 2101 5.122944e-02 4.391091e+00  4.158253732952551379e-02  4.309626542669257182e-02  9.931543217033297899e-02  2.028848418050863411e-01
176 2113 4.985313e-02 4.478202e+00  4.158253732952551379e-02  4.238343561790245545e-02  9.768067558270053519e-02  1.400639518173827369e-01
177 2125 4.908407e-02 4.512146e+00  4.158253732952551379e-02  5.360738604964199877e-02  9.299635721031127011e-02  3.423873396881648157e-01
178 2137 4.630606e-02 4.563566e+00  4.158253732952551379e-02  4.261793900884498776e-02  1.001074635659158496e-01  2.618934739299296210e-01
179 2149 4.474447e-02 4.585909e+00  3.391754302685651840e-02  3.391754302685651840e-02  5.940603493681994446e-02  8.276152606934952805e-02
180 2161 4.404541e-02 4.632687e+00  2.605234584185723082e-02  2.605234584185723082e-02  7.223262186972101428e-02  2.168289467392172376e-01
181 2173 4.415116e-02 4.654636e+00  2.605234584185723082e-02  3.222224780281239542e-02  4.888640760417225367e-02  1.247082188380596590e-01
182 2185 4.527986e-02 4.647207e+00  2.571416492820036842e-02  2.571416492820036842e-02  4.234700277413477876e-02  7.420113210374736090e-02
183 2197 4.435257e-02 4.661262e+00  2.571416492820036842e-02  3.452300202744208041e-02  9.534052934565594162e-02  4.398905915871801353e-01
184 2209 4.391775e-02 4.752855e+00  2.571416492820036842e-02  3.451818511526258404e-02  9.218557370422529595e-02  1.311205156287103823e-01
185 2221 4.432078e-02 4.836065e+00  2.571416492820036842e-02  2.739893302056562591e-02  5.349623353498286771e-02  1.144423166840729256e-01
186 2233 4.309212e-02 4.865934e+00  2.567408245314738852e-02  2.567408245314738852e-02  6.665355527348162945e-02  1.819611375271899256e-01
187 2245 4.112488e-02 4.877471e+00  2.567408245314738852e-02  2.671511162764184794e-02  6.470736374054442130e-02  1.035450194092126797e-01
188 2257 4.008269e-02 4.969748e+00  2.567408245314738852e-02  2.646829439798415243e-02  5.063951062698714145e-02  1.050811051187487827e-01
189 2269 3.946147e-02 5.048323e+00  2.567408245314738852e-02  3.314421897352796270e-02  4.942503690501118263e-02  1.462931094296729684e-01
190 2281 3.777171e-02 5.072850e+00  2.567408245314738852e-02  3.260574803545446265e-02  4.612844950690618562e-02  1.112303169591636748e-01
191 2293 3.622678e-02 5.074771e+00  2.567408245314738852e-02  2.889174008830273574e-02  4.817362766068573887e-02  8.573854832670922688e-02
192 2305 3.638484e-02 5.113668e+00  2.517668239694104138e-02  2.517668239694104138e-02  3.644829287728573730e-02  7.807937906487448509e-02
193 2317 3.687825e-02 5.147549e+00  2.516563233989594153e-02  2.516563233989594153e-02  3.937954181750029370e-02  1.374010000418589839e-01
194 2329 3.815811e-02 5.157981e+00  2.213368071327975056e-02  2.213368071327975056e-02  3.807777792391402183e-02  1.528869756676817515e-01
195 2341 3.900476e-02 5.221018e+00  2.213368071327975056e-02  2.597590325213456480e-02  4.401686494523865401e-02  5.812984243510462695e-02
196 2353 4.062395e-02 5.257373e+00  2.213368071327975056e-02  3.258172143576313490e-02  5.409787885105693528e-02  1.176202948481505639e-01
197 2365 3.886325e-02 5.266820e+00  2.213368071327975056e-02  2.436347153797192508e-02  5.389353070531909679e-02  9.632943824466257132e-02
198 2377 4.005035e-02 5.297188e+00  2.213368071327975056e-02  2.273018140727275926e-02  4.139535907785786562e-02  1.264421462412840536e-01
199 2389 4.163560e-02 5.321169e+00  1.645189270044032301e-02  1.645189270044032301e-02  2.677305075497591474e-02  6.251235757707203355e-02
