%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=212695, 2017/09/27 23:0:50.97)
1 13 3.681300e-01 0 0 3.669503e-01 3.684065e-01 3.663452e-01 3.691135e-01 3.672917e-01 3.658189e-01 3.672222e-01 3.658596e-01 3.693349e-01 3.662257e-01 3.668175e-01 3.681704e-01 3.678427e-01 3.689087e-01 3.674294e-01 3.662996e-01 3.689299e-01 3.695527e-01 
2 25 3.430158e-01 0 0 3.403201e-01 3.417997e-01 3.393509e-01 3.419032e-01 3.406031e-01 3.405865e-01 3.428460e-01 3.426586e-01 3.426835e-01 3.400467e-01 3.401203e-01 3.410585e-01 3.434062e-01 3.417252e-01 3.437592e-01 3.404568e-01 3.412800e-01 3.427268e-01 
3 37 3.285387e-01 0 0 3.298655e-01 3.257023e-01 3.248020e-01 3.306386e-01 3.241925e-01 3.257794e-01 3.288034e-01 3.288337e-01 3.276284e-01 3.267756e-01 3.243280e-01 3.248300e-01 3.304571e-01 3.277467e-01 3.303149e-01 3.249723e-01 3.286094e-01 3.276018e-01 
4 49 3.254141e-01 0 0 3.258752e-01 3.218695e-01 3.209773e-01 3.257572e-01 3.216043e-01 3.208365e-01 3.357332e-01 3.249331e-01 3.239741e-01 3.224095e-01 3.212791e-01 3.226056e-01 3.254881e-01 3.240911e-01 3.256677e-01 3.204115e-01 3.248266e-01 3.251194e-01 
5 61 3.190741e-01 0 0 3.193613e-01 3.142322e-01 3.140865e-01 3.178014e-01 3.136805e-01 3.189493e-01 3.331480e-01 3.180790e-01 3.156926e-01 3.159981e-01 3.138826e-01 3.159992e-01 3.173461e-01 3.184637e-01 3.194214e-01 3.131104e-01 3.199716e-01 3.168485e-01 
6 73 3.073340e-01 0 0 3.057545e-01 3.018484e-01 3.021529e-01 3.049300e-01 3.012724e-01 3.066631e-01 3.205327e-01 3.050528e-01 3.033513e-01 3.038615e-01 3.006868e-01 3.043545e-01 3.042076e-01 3.056152e-01 3.083400e-01 3.017971e-01 3.074840e-01 3.049569e-01 
7 85 2.953808e-01 0 0 2.926546e-01 2.885532e-01 2.901527e-01 2.915534e-01 2.909207e-01 2.943997e-01 3.063923e-01 2.937767e-01 2.898373e-01 2.934573e-01 2.879150e-01 2.921273e-01 2.922186e-01 2.930745e-01 2.951952e-01 2.892322e-01 2.947419e-01 2.925567e-01 
8 97 2.910296e-01 0 0 2.868246e-01 2.828584e-01 2.855795e-01 2.870251e-01 2.865391e-01 2.967388e-01 3.016904e-01 2.876957e-01 2.845964e-01 2.890948e-01 2.821550e-01 2.874197e-01 2.877440e-01 2.887347e-01 2.915360e-01 2.841476e-01 2.896496e-01 2.863858e-01 
9 109 2.900880e-01 0 0 2.847409e-01 2.809921e-01 2.850335e-01 2.870129e-01 2.855761e-01 2.958730e-01 2.994073e-01 2.860414e-01 2.820325e-01 2.869638e-01 2.803656e-01 2.876378e-01 2.874748e-01 2.908531e-01 2.900385e-01 2.841910e-01 2.878023e-01 2.847610e-01 
10 121 2.952281e-01 0 0 2.893474e-01 2.872812e-01 2.902470e-01 2.913659e-01 2.900065e-01 3.002603e-01 3.064557e-01 2.914162e-01 2.857771e-01 2.934203e-01 2.839365e-01 2.921432e-01 2.935410e-01 2.969220e-01 2.952000e-01 2.888289e-01 2.914959e-01 2.889149e-01 
11 133 2.880186e-01 0 0 2.829632e-01 2.791401e-01 2.821420e-01 2.835911e-01 2.819646e-01 2.941577e-01 2.976078e-01 2.826673e-01 2.781378e-01 2.851289e-01 2.784649e-01 2.843054e-01 2.860017e-01 2.883016e-01 2.870619e-01 2.810850e-01 2.827809e-01 2.814670e-01 
12 145 2.747364e-01 0 0 2.680095e-01 2.653948e-01 2.681040e-01 2.689736e-01 2.672650e-01 2.794929e-01 2.826240e-01 2.690051e-01 2.658300e-01 2.727187e-01 2.651296e-01 2.714948e-01 2.725706e-01 2.732951e-01 2.727767e-01 2.663890e-01 2.682415e-01 2.673932e-01 
13 157 2.658049e-01 0 0 2.599619e-01 2.568394e-01 2.586506e-01 2.612710e-01 2.588092e-01 2.698288e-01 2.721520e-01 2.587080e-01 2.573304e-01 2.637689e-01 2.552037e-01 2.623548e-01 2.648466e-01 2.630317e-01 2.632212e-01 2.579022e-01 2.582163e-01 2.586767e-01 
14 169 2.664885e-01 0 0 2.594890e-01 2.588625e-01 2.608087e-01 2.614917e-01 2.592814e-01 2.686686e-01 2.719480e-01 2.579500e-01 2.569634e-01 2.654738e-01 2.547938e-01 2.635341e-01 2.659507e-01 2.627865e-01 2.653732e-01 2.573756e-01 2.585450e-01 2.577460e-01 
15 181 2.566910e-01 0 0 2.484281e-01 2.494164e-01 2.506648e-01 2.514744e-01 2.490730e-01 2.570918e-01 2.613041e-01 2.517410e-01 2.480400e-01 2.553201e-01 2.446346e-01 2.535994e-01 2.558165e-01 2.521045e-01 2.550621e-01 2.484132e-01 2.484997e-01 2.478876e-01 
16 193 2.526152e-01 0 0 2.429217e-01 2.454628e-01 2.466375e-01 2.471007e-01 2.459531e-01 2.517718e-01 2.557839e-01 2.497307e-01 2.441333e-01 2.507683e-01 2.392232e-01 2.481532e-01 2.508878e-01 2.482544e-01 2.500332e-01 2.448272e-01 2.430131e-01 2.437567e-01 
